ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score
INC-100177,2025-12-29 02:00:00,2025-12-29 05:22:14.830336665,High,Software,Emre Kaya,Applications,Closed,Remote,3.5
INC-100015,2025-12-29 04:00:00,2026-01-01 12:48:45.276440390,Medium,Security Incident,Alice Brown,Service Desk,Closed,Cologne,4.7
INC-100774,2025-12-29 06:00:00,,High,Security Incident,Noah Fischer,Security,In Progress,Hamburg,
INC-100236,2025-12-29 16:00:00,2026-01-01 18:30:46.863238422,Low,Security Incident,Chris Miller,Applications,Closed,Cologne,4.1
INC-100395,2025-12-29 18:00:00,2025-12-31 17:37:33.542267215,High,Network,Olivia Reed,Network,Resolved,Remote,4.2
INC-100727,2025-12-30 02:00:00,2025-12-30 11:30:37.769842377,Critical,Onboarding,Nina Falk,Infrastructure,Resolved,Munich,2.4
INC-100225,2025-12-30 04:00:00,2026-01-02 19:28:37.406081535,Low,Software,Noah Fischer,Security,Closed,Berlin,4.8
INC-100697,2025-12-30 05:00:00,2025-12-31 10:52:35.236052560,Medium,Network,Priya Sharma,Service Desk,Resolved,Berlin,4.4
INC-100174,2025-12-30 08:00:00,2025-12-30 23:19:55.605778055,Critical,Software,Olivia Reed,Network,Resolved,Remote,3.2
INC-100793,2025-12-30 10:00:00,2026-01-01 04:59:55.176143201,Low,Email,Priya Sharma,Service Desk,Closed,Berlin,4.0
INC-101119,2025-12-30 13:00:00,2025-12-31 02:32:14.473286510,Medium,Access Request,Sofia Lang,Applications,Resolved,Berlin,4.6
INC-100461,2025-12-30 14:00:00,2026-01-01 02:12:25.011398117,Medium,Email,Olivia Reed,Network,Closed,Frankfurt,3.0
INC-100681,2025-12-30 14:00:00,2025-12-31 04:02:26.773269492,High,Network,Jonas Weber,Infrastructure,Resolved,Berlin,2.4
INC-101137,2025-12-30 23:00:00,2025-12-31 23:21:15.421733100,Medium,Software,Kevin Zhang,Network,Closed,Berlin,4.2
INC-100676,2025-12-31 04:00:00,2026-01-01 03:13:50.739353569,High,Access Request,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.4
INC-100318,2025-12-31 11:00:00,2026-01-01 08:01:52.076356558,Low,Access Request,Marco Klein,Service Desk,Resolved,Remote,5.0
INC-100713,2025-12-31 15:00:00,2025-12-31 19:12:28.317084974,Critical,Access Request,Sofia Lang,Applications,Resolved,Munich,3.9
INC-100731,2025-12-31 21:00:00,2026-01-01 04:38:23.034799425,Critical,Network,Noah Fischer,Security,Closed,Munich,3.5
INC-100760,2026-01-01 02:00:00,2026-01-02 11:09:26.608749700,Low,Access Request,Lina Schmitt,Service Desk,Closed,Remote,4.0
INC-100317,2026-01-01 06:00:00,2026-01-02 14:52:15.129369898,High,Hardware,Marco Klein,Service Desk,Resolved,Remote,3.6
INC-100737,2026-01-01 07:00:00,2026-01-02 06:26:43.861445332,Medium,Security Incident,Lina Schmitt,Service Desk,Resolved,Remote,4.5
INC-101033,2026-01-01 09:00:00,2026-01-04 06:12:56.647677680,Medium,Software,Emre Kaya,Applications,Resolved,Berlin,4.2
INC-101009,2026-01-02 00:00:00,2026-01-02 19:45:53.755807676,Low,Hardware,David Ross,Infrastructure,Resolved,Frankfurt,4.0
INC-100886,2026-01-02 07:00:00,2026-01-03 15:02:04.079845123,Low,Email,Alice Brown,Service Desk,Resolved,Frankfurt,4.5
INC-100662,2026-01-02 08:00:00,,High,Email,Jonas Weber,Infrastructure,In Progress,Hamburg,
INC-100013,2026-01-02 13:00:00,2026-01-03 18:39:55.622339138,High,Email,Kevin Zhang,Network,Resolved,Munich,4.7
INC-100557,2026-01-02 15:00:00,2026-01-04 10:40:16.149495300,Medium,Software,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.3
INC-100377,2026-01-02 18:00:00,,Low,Software,David Ross,Infrastructure,Open,Cologne,
INC-101002,2026-01-02 19:00:00,2026-01-03 08:13:02.261597828,Medium,Software,Marco Klein,Service Desk,Resolved,Berlin,4.1
INC-100631,2026-01-02 20:00:00,2026-01-05 09:20:31.298431344,Low,Security Incident,Priya Sharma,Service Desk,Closed,Munich,3.6
INC-100215,2026-01-02 20:00:00,2026-01-04 23:50:56.544066295,Low,Software,Marco Klein,Service Desk,Resolved,Frankfurt,4.9
INC-100757,2026-01-02 23:00:00,,Medium,Access Request,David Ross,Infrastructure,Open,Hamburg,
INC-100471,2026-01-03 04:00:00,2026-01-03 22:17:14.075253142,Medium,Network,Olivia Reed,Network,Resolved,Frankfurt,3.3
INC-100805,2026-01-03 04:00:00,2026-01-04 06:43:03.281989293,Low,Access Request,Lina Schmitt,Service Desk,Resolved,Berlin,4.6
INC-100739,2026-01-03 04:00:00,2026-01-03 11:10:40.622467532,High,Access Request,Olivia Reed,Network,Closed,Berlin,3.5
INC-100432,2026-01-03 08:00:00,2026-01-05 08:05:38.622464076,Medium,Email,Sofia Lang,Applications,Resolved,Munich,3.0
INC-100603,2026-01-03 08:00:00,2026-01-03 19:06:16.166790500,Medium,Email,Noah Fischer,Security,Resolved,Frankfurt,4.0
INC-101036,2026-01-04 05:00:00,2026-01-05 21:35:38.125368021,Medium,Network,David Ross,Infrastructure,Closed,Hamburg,4.4
INC-100059,2026-01-04 09:00:00,,Low,Hardware,Emre Kaya,Applications,Pending,Berlin,
INC-101139,2026-01-04 11:00:00,,High,Hardware,Nina Falk,Infrastructure,Open,Hamburg,
INC-100062,2026-01-04 17:00:00,,Medium,VPN,Olivia Reed,Network,In Progress,Berlin,
INC-100878,2026-01-04 20:00:00,2026-01-05 09:42:00.137851400,Critical,Security Incident,Olivia Reed,Network,Resolved,Cologne,3.3
INC-100512,2026-01-05 01:00:00,2026-01-06 17:12:15.119194797,High,Access Request,Nina Falk,Infrastructure,Resolved,Berlin,4.1
INC-100378,2026-01-05 05:00:00,2026-01-06 08:26:29.689262961,High,Security Incident,David Ross,Infrastructure,Resolved,Frankfurt,3.1
INC-100391,2026-01-05 05:00:00,2026-01-07 22:29:04.347158097,Low,Access Request,Sofia Lang,Applications,Resolved,Remote,4.1
INC-100360,2026-01-05 15:00:00,2026-01-06 23:50:43.136538189,Medium,Access Request,David Ross,Infrastructure,Closed,Berlin,3.9
INC-100463,2026-01-05 17:00:00,2026-01-06 03:57:52.532688576,Low,Software,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.4
INC-100895,2026-01-05 20:00:00,,High,Onboarding,Jonas Weber,Infrastructure,Pending,Berlin,
INC-101065,2026-01-06 17:00:00,2026-01-09 01:20:19.549343614,Low,Software,Olivia Reed,Network,Resolved,Frankfurt,4.2
INC-100493,2026-01-06 19:00:00,2026-01-07 05:17:08.077499402,High,Network,Lina Schmitt,Service Desk,Closed,Frankfurt,3.9
INC-101098,2026-01-07 06:00:00,2026-01-08 13:25:53.092674337,Medium,Hardware,Noah Fischer,Security,Resolved,Hamburg,3.8
INC-101073,2026-01-07 13:00:00,,Medium,Access Request,Noah Fischer,Security,Open,Remote,
INC-100247,2026-01-07 19:00:00,2026-01-09 08:12:59.570985490,Medium,Software,Jonas Weber,Infrastructure,Resolved,Frankfurt,4.7
INC-100042,2026-01-07 22:00:00,,High,Network,Noah Fischer,Security,Open,Remote,
INC-100234,2026-01-08 01:00:00,2026-01-09 11:01:55.292667903,Low,Software,Chris Miller,Applications,Resolved,Berlin,3.6
INC-100051,2026-01-08 09:00:00,2026-01-09 11:06:48.653232932,High,Hardware,Jonas Weber,Infrastructure,Resolved,Berlin,3.3
INC-100014,2026-01-08 16:00:00,2026-01-10 22:00:25.610575651,Medium,Hardware,Olivia Reed,Network,Resolved,Berlin,4.7
INC-100742,2026-01-09 00:00:00,2026-01-09 06:29:32.620189815,Low,Software,Noah Fischer,Security,Resolved,Berlin,4.6
INC-101134,2026-01-09 02:00:00,2026-01-10 03:56:56.700622697,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Berlin,3.7
INC-100714,2026-01-09 08:00:00,,High,Access Request,Marco Klein,Service Desk,In Progress,Remote,
INC-100207,2026-01-09 09:00:00,,Low,Software,Sofia Lang,Applications,In Progress,Berlin,
INC-100128,2026-01-09 14:00:00,2026-01-13 02:07:02.736821774,Low,Email,Priya Sharma,Service Desk,Closed,Berlin,5.0
INC-100489,2026-01-09 15:00:00,,Low,Hardware,Jonas Weber,Infrastructure,Open,Remote,
INC-100657,2026-01-09 21:00:00,2026-01-11 23:08:27.165882270,Low,Network,Marta Novak,Security,Resolved,Berlin,5.0
INC-100423,2026-01-09 21:00:00,2026-01-11 20:03:23.992118709,Medium,Software,Kevin Zhang,Network,Closed,Cologne,3.9
INC-100089,2026-01-10 06:00:00,,Medium,Onboarding,Noah Fischer,Security,Pending,Hamburg,
INC-100320,2026-01-10 11:00:00,2026-01-11 04:05:07.805142645,Medium,Hardware,Sofia Lang,Applications,Resolved,Berlin,3.6
INC-101148,2026-01-10 11:00:00,2026-01-11 01:36:06.483731479,Medium,Security Incident,Nina Falk,Infrastructure,Closed,Frankfurt,3.5
INC-100911,2026-01-10 20:00:00,2026-01-11 15:35:46.804326878,Medium,VPN,Alice Brown,Service Desk,Resolved,Berlin,4.7
INC-100645,2026-01-10 20:00:00,2026-01-11 23:07:10.955495836,Low,Software,Nina Falk,Infrastructure,Resolved,Frankfurt,3.7
INC-101061,2026-01-10 22:00:00,2026-01-11 09:50:42.332919505,Critical,Software,Priya Sharma,Service Desk,Closed,Munich,3.1
INC-100173,2026-01-11 04:00:00,2026-01-12 08:18:16.016016203,High,Email,Sofia Lang,Applications,Resolved,Hamburg,3.9
INC-100370,2026-01-11 06:00:00,2026-01-12 01:21:43.534965811,Medium,Network,Lina Schmitt,Service Desk,Closed,Cologne,3.0
INC-100864,2026-01-11 07:00:00,2026-01-13 19:54:44.198747551,Medium,Hardware,Alice Brown,Service Desk,Resolved,Cologne,4.2
INC-101058,2026-01-11 07:00:00,2026-01-11 19:13:07.282024719,Critical,Software,Olivia Reed,Network,Resolved,Cologne,2.9
INC-100002,2026-01-11 17:00:00,,Medium,Network,Marta Novak,Security,Open,Berlin,
INC-100734,2026-01-11 20:00:00,2026-01-13 01:38:47.633797608,Medium,Access Request,Kevin Zhang,Network,Resolved,Munich,3.6
INC-100836,2026-01-12 10:00:00,2026-01-13 15:07:08.855766934,Medium,Software,Tim Bauer,Network,Resolved,Berlin,5.0
INC-100402,2026-01-12 13:00:00,,High,VPN,Nina Falk,Infrastructure,In Progress,Frankfurt,
INC-100815,2026-01-12 17:00:00,2026-01-14 01:53:13.464420476,Medium,Hardware,Alice Brown,Service Desk,Resolved,Munich,3.9
INC-100050,2026-01-12 19:00:00,,Low,Email,Alice Brown,Service Desk,Open,Hamburg,
INC-100210,2026-01-12 21:00:00,2026-01-16 06:13:18.597886687,Low,Email,Kevin Zhang,Network,Resolved,Cologne,4.2
INC-100602,2026-01-12 23:00:00,2026-01-15 05:18:21.169248434,Low,Security Incident,Emre Kaya,Applications,Resolved,Berlin,3.6
INC-100598,2026-01-13 01:00:00,2026-01-14 02:05:09.912522510,High,Hardware,Emre Kaya,Applications,Resolved,Remote,4.2
INC-100107,2026-01-13 06:00:00,2026-01-14 11:46:26.006788778,Medium,Software,Noah Fischer,Security,Resolved,Berlin,3.8
INC-100766,2026-01-13 06:00:00,2026-01-13 12:56:10.992074592,High,Software,Jonas Weber,Infrastructure,Resolved,Cologne,4.3
INC-100112,2026-01-13 08:00:00,,Medium,Hardware,Emre Kaya,Applications,Open,Frankfurt,
INC-100806,2026-01-13 12:00:00,2026-01-15 21:24:57.436513844,Low,Access Request,Lina Schmitt,Service Desk,Resolved,Cologne,3.4
INC-100025,2026-01-13 13:00:00,2026-01-14 18:55:34.986308687,Medium,Email,Kevin Zhang,Network,Resolved,Remote,5.0
INC-100690,2026-01-13 19:00:00,,Medium,Network,Emre Kaya,Applications,Pending,Cologne,
INC-100278,2026-01-13 20:00:00,2026-01-14 01:48:51.987210716,Medium,Hardware,Priya Sharma,Service Desk,Resolved,Frankfurt,4.4
INC-100160,2026-01-14 03:00:00,2026-01-15 09:00:00.435126468,Medium,Network,Nina Falk,Infrastructure,Closed,Berlin,3.6
INC-100918,2026-01-14 04:00:00,,Medium,VPN,Kevin Zhang,Network,Open,Cologne,
INC-100613,2026-01-14 04:00:00,2026-01-15 13:00:34.965611014,Medium,Software,Sofia Lang,Applications,Resolved,Berlin,3.5
INC-100476,2026-01-14 08:00:00,2026-01-15 11:34:29.838738777,Medium,Access Request,Lina Schmitt,Service Desk,Resolved,Hamburg,4.2
INC-100955,2026-01-14 12:00:00,2026-01-18 22:02:30.837269825,Low,Onboarding,Marco Klein,Service Desk,Resolved,Munich,4.4
INC-100016,2026-01-14 15:00:00,2026-01-17 00:21:24.255753515,High,Network,Marta Novak,Security,Resolved,Hamburg,4.0
INC-100725,2026-01-14 15:00:00,2026-01-15 12:13:41.508692382,High,Onboarding,Priya Sharma,Service Desk,Resolved,Berlin,4.4
INC-100249,2026-01-14 20:00:00,2026-01-16 17:17:56.028012357,High,Access Request,Marco Klein,Service Desk,Resolved,Hamburg,4.0
INC-100106,2026-01-14 20:00:00,2026-01-17 07:27:47.220233984,Medium,Software,Chris Miller,Applications,Resolved,Munich,3.7
INC-100990,2026-01-14 23:00:00,2026-01-16 00:04:10.097152346,Critical,Software,Lina Schmitt,Service Desk,Closed,Berlin,3.4
INC-100213,2026-01-15 08:00:00,2026-01-15 15:38:52.311787883,High,Access Request,Kevin Zhang,Network,Closed,Munich,3.6
INC-100559,2026-01-16 05:00:00,2026-01-18 14:06:35.302874107,Medium,VPN,David Ross,Infrastructure,Resolved,Cologne,3.6
INC-100639,2026-01-16 06:00:00,2026-01-16 12:22:37.046907574,High,Software,Lina Schmitt,Service Desk,Resolved,Munich,4.0
INC-100261,2026-01-16 10:00:00,2026-01-18 18:24:38.142100042,Low,VPN,Noah Fischer,Security,Resolved,Hamburg,4.7
INC-101133,2026-01-16 15:00:00,2026-01-17 20:47:12.755698995,Medium,Network,Marta Novak,Security,Resolved,Cologne,4.1
INC-100135,2026-01-16 18:00:00,,High,Email,Priya Sharma,Service Desk,Open,Remote,
INC-100692,2026-01-16 19:00:00,2026-01-18 23:10:06.736502821,Medium,Software,Chris Miller,Applications,Resolved,Berlin,4.7
INC-100745,2026-01-16 20:00:00,2026-01-18 13:07:24.016446405,Low,Network,Olivia Reed,Network,Resolved,Frankfurt,4.1
INC-100071,2026-01-16 23:00:00,,Low,Software,Marco Klein,Service Desk,Pending,Frankfurt,
INC-100105,2026-01-17 05:00:00,2026-01-17 22:19:25.660761091,Medium,Network,Lina Schmitt,Service Desk,Resolved,Remote,3.8
INC-100484,2026-01-17 05:00:00,2026-01-18 05:26:28.600949069,Medium,Email,Olivia Reed,Network,Closed,Remote,3.1
INC-100716,2026-01-17 19:00:00,,High,Onboarding,Emre Kaya,Applications,Open,Remote,
INC-101012,2026-01-17 23:00:00,2026-01-19 12:59:37.276330106,Low,Onboarding,Marta Novak,Security,Resolved,Cologne,4.7
INC-100591,2026-01-18 04:00:00,2026-01-18 11:41:29.758607703,High,Network,Jonas Weber,Infrastructure,Resolved,Berlin,3.5
INC-100860,2026-01-18 05:00:00,2026-01-18 09:55:37.755138717,Low,Hardware,David Ross,Infrastructure,Resolved,Munich,4.0
INC-100686,2026-01-18 05:00:00,,Low,Software,Kevin Zhang,Network,Open,Remote,
INC-100852,2026-01-18 08:00:00,2026-01-19 10:05:12.050749937,Medium,Software,Emre Kaya,Applications,Resolved,Berlin,3.8
INC-101087,2026-01-18 09:00:00,,Medium,Access Request,Nina Falk,Infrastructure,Open,Munich,
INC-100596,2026-01-18 11:00:00,2026-01-19 02:03:10.690701849,Critical,VPN,Alice Brown,Service Desk,Resolved,Munich,2.6
INC-101199,2026-01-18 15:00:00,2026-01-19 22:01:58.782297265,Low,VPN,Chris Miller,Applications,Closed,Berlin,5.0
INC-100551,2026-01-18 17:00:00,2026-01-19 21:47:27.485587971,High,Access Request,Marco Klein,Service Desk,Resolved,Munich,4.0
INC-100428,2026-01-18 23:00:00,2026-01-20 02:51:23.300533671,High,Access Request,Jonas Weber,Infrastructure,Resolved,Munich,2.9
INC-100654,2026-01-19 01:00:00,2026-01-20 17:26:19.712236279,Low,Security Incident,Sofia Lang,Applications,Resolved,Munich,4.2
INC-100472,2026-01-19 01:00:00,2026-01-20 16:56:09.614828526,Medium,Network,Sofia Lang,Applications,Resolved,Munich,4.0
INC-100092,2026-01-19 03:00:00,2026-01-20 09:21:13.619076410,High,Email,Tim Bauer,Network,Resolved,Cologne,3.6
INC-100103,2026-01-19 04:00:00,,Critical,Onboarding,Lina Schmitt,Service Desk,Pending,Berlin,
INC-100291,2026-01-19 19:00:00,2026-01-20 23:35:12.459911076,Medium,Software,Marco Klein,Service Desk,Resolved,Frankfurt,4.1
INC-101001,2026-01-19 23:00:00,2026-01-20 04:30:52.864072970,High,VPN,Olivia Reed,Network,Resolved,Berlin,2.7
INC-100336,2026-01-19 23:00:00,2026-01-21 19:10:46.214472846,Medium,Network,Marco Klein,Service Desk,Resolved,Remote,4.5
INC-100837,2026-01-20 00:00:00,,Medium,Software,Lina Schmitt,Service Desk,In Progress,Hamburg,
INC-100227,2026-01-20 01:00:00,2026-01-22 05:54:19.384317868,Medium,Security Incident,Sofia Lang,Applications,Resolved,Cologne,4.9
INC-100885,2026-01-21 04:00:00,,Critical,Hardware,Emre Kaya,Applications,In Progress,Remote,
INC-100166,2026-01-21 08:00:00,2026-01-21 20:42:37.410532626,Medium,Access Request,Lina Schmitt,Service Desk,Resolved,Munich,3.9
INC-100514,2026-01-21 23:00:00,,Critical,Hardware,Tim Bauer,Network,In Progress,Munich,
INC-100741,2026-01-22 02:00:00,,Low,Network,Lina Schmitt,Service Desk,Open,Berlin,
INC-100867,2026-01-22 18:00:00,2026-01-23 11:13:01.491195066,Medium,Onboarding,Nina Falk,Infrastructure,Closed,Berlin,3.8
INC-100849,2026-01-22 19:00:00,2026-01-24 22:10:58.200122578,Low,Email,Emre Kaya,Applications,Resolved,Frankfurt,4.5
INC-100149,2026-01-23 04:00:00,2026-01-23 11:29:23.709834566,High,Access Request,Noah Fischer,Security,Resolved,Cologne,3.2
INC-101025,2026-01-23 06:00:00,2026-01-23 19:57:06.668375418,High,VPN,David Ross,Infrastructure,Resolved,Berlin,4.0
INC-100028,2026-01-23 11:00:00,2026-01-24 10:18:10.582628469,High,Software,Alice Brown,Service Desk,Resolved,Remote,4.6
INC-100524,2026-01-23 22:00:00,2026-01-24 08:55:18.530541306,Medium,Access Request,Priya Sharma,Service Desk,Closed,Munich,3.1
INC-100794,2026-01-24 02:00:00,2026-01-27 08:57:43.617375838,Low,Access Request,Lina Schmitt,Service Desk,Resolved,Hamburg,3.2
INC-100433,2026-01-24 05:00:00,2026-01-25 14:00:26.073823814,Critical,Access Request,David Ross,Infrastructure,Resolved,Munich,3.9
INC-100605,2026-01-24 06:00:00,,Critical,Security Incident,Lina Schmitt,Service Desk,Open,Berlin,
INC-100302,2026-01-24 07:00:00,2026-01-24 12:25:25.944446723,Medium,Access Request,Alice Brown,Service Desk,Resolved,Berlin,4.4
INC-101040,2026-01-24 12:00:00,2026-01-25 21:28:39.177166992,High,Access Request,Noah Fischer,Security,Closed,Frankfurt,3.6
INC-100038,2026-01-24 15:00:00,,Low,Software,Sofia Lang,Applications,In Progress,Berlin,
INC-100553,2026-01-24 18:00:00,2026-01-27 01:53:45.301477406,Medium,Hardware,Priya Sharma,Service Desk,Resolved,Hamburg,2.9
INC-100482,2026-01-25 01:00:00,2026-01-26 01:40:22.303511307,High,Hardware,Olivia Reed,Network,Resolved,Munich,3.7
INC-100334,2026-01-25 03:00:00,2026-01-28 06:03:31.385535673,Low,Onboarding,Noah Fischer,Security,Resolved,Remote,4.6
INC-100545,2026-01-25 10:00:00,2026-01-25 17:49:54.008108082,Medium,Email,Jonas Weber,Infrastructure,Resolved,Berlin,4.1
INC-100388,2026-01-25 11:00:00,,Critical,Network,Lina Schmitt,Service Desk,In Progress,Remote,
INC-100090,2026-01-25 17:00:00,2026-01-26 12:34:06.447314751,High,Software,Emre Kaya,Applications,Closed,Cologne,3.4
INC-100084,2026-01-25 20:00:00,2026-01-26 03:53:29.954616588,High,Email,David Ross,Infrastructure,Resolved,Munich,4.6
INC-100101,2026-01-25 20:00:00,2026-01-26 07:10:31.804306350,Critical,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.6
INC-100582,2026-01-26 00:00:00,,High,Hardware,Lina Schmitt,Service Desk,Pending,Frankfurt,
INC-100611,2026-01-26 02:00:00,2026-01-27 03:03:03.179264498,Medium,Email,Noah Fischer,Security,Resolved,Remote,4.2
INC-101097,2026-01-26 12:00:00,,Medium,VPN,Marco Klein,Service Desk,Pending,Hamburg,
INC-101080,2026-01-26 17:00:00,2026-01-27 16:21:18.811142264,Medium,Access Request,Jonas Weber,Infrastructure,Closed,Munich,4.5
INC-100816,2026-01-26 20:00:00,2026-01-28 14:53:28.211532367,Medium,Software,Marta Novak,Security,Resolved,Berlin,5.0
INC-100589,2026-01-26 21:00:00,2026-01-28 00:21:20.347202339,High,Email,Alice Brown,Service Desk,Resolved,Remote,3.9
INC-101016,2026-01-26 23:00:00,2026-01-29 02:13:44.726484216,Medium,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.7
INC-100868,2026-01-27 02:00:00,2026-01-28 12:47:49.994562323,Medium,Access Request,Alice Brown,Service Desk,Resolved,Remote,3.6
INC-101086,2026-01-27 09:00:00,2026-01-28 22:43:12.576734489,High,Hardware,Priya Sharma,Service Desk,Resolved,Remote,3.4
INC-100019,2026-01-27 12:00:00,,Medium,Software,Marco Klein,Service Desk,Pending,Berlin,
INC-100963,2026-01-27 15:00:00,2026-01-28 16:27:28.319004995,Medium,Access Request,Tim Bauer,Network,Resolved,Frankfurt,4.3
INC-101125,2026-01-27 17:00:00,2026-01-28 03:18:44.880727479,Critical,Access Request,Jonas Weber,Infrastructure,Resolved,Munich,2.9
INC-100459,2026-01-27 18:00:00,2026-01-29 21:09:04.209106503,Low,Access Request,Sofia Lang,Applications,Closed,Frankfurt,4.6
INC-100513,2026-01-27 19:00:00,2026-01-28 18:45:50.957723290,Critical,Software,Chris Miller,Applications,Closed,Frankfurt,3.1
INC-100093,2026-01-28 00:00:00,2026-01-28 19:07:12.469203792,High,Network,Alice Brown,Service Desk,Resolved,Munich,4.2
INC-101024,2026-01-28 01:00:00,2026-01-28 16:10:20.244412250,High,VPN,Lina Schmitt,Service Desk,Resolved,Remote,2.8
INC-101093,2026-01-28 07:00:00,,High,Network,Alice Brown,Service Desk,In Progress,Remote,
INC-100590,2026-01-28 10:00:00,2026-01-28 19:58:13.214439242,Medium,Access Request,Sofia Lang,Applications,Closed,Hamburg,5.0
INC-101126,2026-01-28 11:00:00,2026-01-30 10:20:56.277749598,Low,Network,Lina Schmitt,Service Desk,Resolved,Remote,4.3
INC-101144,2026-01-28 16:00:00,2026-01-30 00:12:15.674707432,Medium,Hardware,Kevin Zhang,Network,Closed,Frankfurt,4.9
INC-100723,2026-01-28 19:00:00,2026-01-29 01:25:14.591277332,High,Software,Marco Klein,Service Desk,Resolved,Cologne,3.6
INC-100361,2026-01-28 22:00:00,,Medium,Software,Jonas Weber,Infrastructure,Pending,Berlin,
INC-100865,2026-01-29 01:00:00,,Critical,Software,Sofia Lang,Applications,In Progress,Hamburg,
INC-100775,2026-01-29 02:00:00,2026-01-29 10:30:51.437664153,High,Network,Olivia Reed,Network,Closed,Hamburg,3.2
INC-100477,2026-01-29 06:00:00,2026-01-29 20:14:12.005731755,High,Network,Emre Kaya,Applications,Resolved,Frankfurt,2.8
INC-101163,2026-01-29 12:00:00,2026-01-31 05:48:11.687652226,High,Access Request,Priya Sharma,Service Desk,Resolved,Berlin,3.5
INC-100650,2026-01-29 15:00:00,,High,Network,Kevin Zhang,Network,Open,Hamburg,
INC-100856,2026-01-29 20:00:00,2026-01-31 13:33:59.751058924,Low,Onboarding,Marco Klein,Service Desk,Resolved,Remote,3.8
INC-100297,2026-01-29 22:00:00,2026-01-30 13:21:34.557638107,High,Access Request,Priya Sharma,Service Desk,Resolved,Berlin,3.7
INC-101158,2026-01-30 01:00:00,2026-01-30 15:51:01.426330827,Low,Access Request,Olivia Reed,Network,Resolved,Berlin,4.1
INC-101007,2026-01-30 01:00:00,2026-01-31 15:13:11.376097478,Medium,Software,Olivia Reed,Network,Resolved,Remote,4.1
INC-100780,2026-01-30 03:00:00,,Critical,Onboarding,Jonas Weber,Infrastructure,In Progress,Hamburg,
INC-100560,2026-01-30 06:00:00,,Medium,Access Request,Marta Novak,Security,In Progress,Munich,
INC-100882,2026-01-30 06:00:00,2026-02-01 00:47:30.023018296,High,Onboarding,Lina Schmitt,Service Desk,Closed,Munich,3.8
INC-101150,2026-01-30 11:00:00,2026-01-31 19:21:58.252940300,Medium,Onboarding,Nina Falk,Infrastructure,Resolved,Munich,5.0
INC-100146,2026-01-30 19:00:00,,Medium,Onboarding,Nina Falk,Infrastructure,In Progress,Munich,
INC-101127,2026-01-30 23:00:00,2026-01-31 05:55:22.582067864,Medium,Email,Nina Falk,Infrastructure,Closed,Munich,4.5
INC-100643,2026-01-31 00:00:00,2026-02-01 05:09:09.092710940,High,Hardware,Jonas Weber,Infrastructure,Resolved,Remote,3.9
INC-100835,2026-01-31 01:00:00,2026-01-31 10:01:14.036926725,Medium,Network,Lina Schmitt,Service Desk,Closed,Munich,3.8
INC-100125,2026-01-31 05:00:00,2026-02-02 13:01:40.435687786,Low,Hardware,Marco Klein,Service Desk,Resolved,Munich,3.8
INC-100151,2026-01-31 08:00:00,2026-02-04 07:26:53.932685907,Low,VPN,Alice Brown,Service Desk,Resolved,Munich,4.1
INC-101042,2026-01-31 13:00:00,2026-02-01 13:28:54.928756264,High,Software,Marco Klein,Service Desk,Resolved,Remote,3.8
INC-100232,2026-01-31 14:00:00,,Low,Network,Chris Miller,Applications,In Progress,Berlin,
INC-100610,2026-01-31 19:00:00,2026-02-01 22:57:23.172249807,Low,VPN,Nina Falk,Infrastructure,Closed,Remote,4.5
INC-100037,2026-01-31 23:00:00,2026-02-02 03:02:03.699352814,Medium,Access Request,Chris Miller,Applications,Resolved,Remote,4.1
INC-100006,2026-02-01 01:00:00,2026-02-01 14:49:47.384565363,High,Email,Marta Novak,Security,Closed,Cologne,3.9
INC-100668,2026-02-01 13:00:00,2026-02-02 08:07:39.866658390,Low,Network,Olivia Reed,Network,Resolved,Munich,4.4
INC-100829,2026-02-02 05:00:00,2026-02-02 12:52:44.195235828,Critical,Hardware,Noah Fischer,Security,Closed,Hamburg,3.4
INC-100427,2026-02-02 10:00:00,,Low,Email,Tim Bauer,Network,Open,Cologne,
INC-100504,2026-02-03 04:00:00,2026-02-04 11:34:14.709868618,Medium,Software,Marta Novak,Security,Resolved,Remote,3.9
INC-100492,2026-02-03 06:00:00,2026-02-06 17:57:41.342852895,Low,Email,Sofia Lang,Applications,Resolved,Frankfurt,4.6
INC-101023,2026-02-03 10:00:00,2026-02-04 02:28:52.655691316,Medium,Access Request,Noah Fischer,Security,Resolved,Cologne,4.0
INC-100921,2026-02-04 10:00:00,2026-02-06 21:14:28.290951257,Low,Network,Marco Klein,Service Desk,Closed,Munich,3.4
INC-100396,2026-02-04 21:00:00,,High,Security Incident,Jonas Weber,Infrastructure,Pending,Frankfurt,
INC-100558,2026-02-05 00:00:00,,High,Network,Lina Schmitt,Service Desk,Pending,Berlin,
INC-100781,2026-02-05 16:00:00,,Low,Access Request,David Ross,Infrastructure,In Progress,Berlin,
INC-100812,2026-02-06 00:00:00,2026-02-06 16:37:18.971532951,Low,Security Incident,Kevin Zhang,Network,Resolved,Cologne,4.6
